iter	Passed	Remaining
1739	3298	492
1740	3300	490
1741	3301	489
1742	3303	487
1743	3305	485
1744	3307	483
1745	3309	481
1746	3311	479
1747	3312	477
1748	3314	475
1749	3316	473
1750	3317	471
1751	3319	469
1752	3321	467
1753	3323	466
1754	3324	464
1755	3327	462
1756	3328	460
1757	3330	458
1758	3332	456
1759	3334	454
1760	3336	452
1761	3337	450
1762	3339	448
1763	3341	447
1764	3343	445
1765	3345	443
1766	3346	441
1767	3349	439
1768	3352	437
1769	3354	435
1770	3356	434
1771	3358	432
1772	3360	430
1773	3361	428
1774	3363	426
1775	3365	424
1776	3366	422
1777	3369	420
1778	3371	418
1779	3373	416
1780	3374	414
1781	3376	413
1782	3378	411
1783	3379	409
1784	3381	407
1785	3383	405
1786	3384	403
1787	3387	401
1788	3388	399
1789	3390	397
1790	3392	395
1791	3393	393
1792	3395	391
1793	3396	390
1794	3398	388
1795	3400	386
1796	3402	384
1797	3405	382
1798	3407	380
1799	3408	378
1800	3410	376
1801	3412	374
1802	3413	373
1803	3415	371
1804	3418	369
1805	3420	367
1806	3421	365
1807	3423	363
1808	3425	361
1809	3426	359
1810	3428	357
1811	3430	355
1812	3432	353
1813	3434	352
1814	3436	350
1815	3437	348
1816	3439	346
1817	3441	344
1818	3442	342
1819	3444	340
1820	3446	338
1821	3448	336
1822	3450	335
1823	3452	333
1824	3453	331
1825	3455	329
1826	3457	327
1827	3459	325
1828	3461	323
1829	3462	321
1830	3464	319
1831	3466	317
1832	3468	315
1833	3470	314
1834	3471	312
1835	3473	310
1836	3475	308
1837	3476	306
1838	3478	304
1839	3480	302
1840	3482	300
1841	3484	298
1842	3485	296
1843	3487	295
1844	3489	293
1845	3491	291
1846	3493	289
1847	3494	287
1848	3496	285
1849	3498	283
1850	3500	281
1851	3502	279
1852	3504	277
1853	3505	276
1854	3507	274
1855	3509	272
1856	3511	270
1857	3513	268
1858	3515	266
1859	3517	264
1860	3518	262
1861	3520	260
1862	3522	259
1863	3523	257
1864	3525	255
1865	3527	253
1866	3529	251
1867	3531	249
1868	3532	247
1869	3534	245
1870	3536	243
1871	3538	241
1872	3539	240
1873	3541	238
1874	3542	236
1875	3545	234
1876	3546	232
1877	3548	230
1878	3550	228
1879	3551	226
1880	3553	224
1881	3555	222
1882	3556	220
1883	3558	219
1884	3560	217
1885	3562	215
1886	3564	213
1887	3565	211
1888	3567	209
1889	3569	207
1890	3570	205
1891	3572	203
1892	3574	202
1893	3576	200
1894	3578	198
1895	3580	196
1896	3582	194
1897	3583	192
1898	3585	190
1899	3587	188
1900	3588	186
1901	3590	184
1902	3592	183
1903	3594	181
1904	3595	179
1905	3597	177
1906	3599	175
1907	3600	173
1908	3602	171
1909	3604	169
1910	3605	167
1911	3607	166
1912	3609	164
1913	3611	162
1914	3612	160
1915	3614	158
1916	3616	156
1917	3617	154
1918	3619	152
1919	3620	150
1920	3622	148
1921	3624	147
1922	3626	145
1923	3628	143
1924	3630	141
1925	3631	139
1926	3633	137
1927	3635	135
1928	3636	133
1929	3638	131
1930	3640	130
1931	3642	128
1932	3644	126
1933	3646	124
1934	3647	122
1935	3649	120
1936	3650	118
1937	3652	116
1938	3654	114
1939	3656	113
1940	3658	111
1941	3660	109
1942	3661	107
1943	3663	105
1944	3665	103
1945	3667	101
1946	3668	99
1947	3670	97
1948	3672	96
1949	3674	94
1950	3676	92
1951	3677	90
1952	3679	88
1953	3681	86
1954	3682	84
1955	3684	82
1956	3686	81
1957	3688	79
1958	3690	77
1959	3692	75
1960	3694	73
1961	3695	71
1962	3697	69
1963	3699	67
1964	3701	65
1965	3702	64
1966	3705	62
1967	3706	60
1968	3708	58
1969	3710	56
1970	3711	54
1971	3713	52
1972	3715	50
1973	3717	48
1974	3719	47
1975	3721	45
1976	3722	43
1977	3724	41
1978	3726	39
1979	3727	37
1980	3729	35
1981	3732	33
1982	3733	32
1983	3736	30
1984	3737	28
1985	3739	26
1986	3741	24
1987	3742	22
1988	3744	20
1989	3746	18
1990	3748	16
1991	3750	15
1992	3752	13
1993	3754	11
1994	3756	9
1995	3758	7
1996	3760	5
1997	3761	3
1998	3763	1
1999	3765	0
