iter	RMSE
138	21.42377727
139	21.40705692
140	21.37801683
141	21.35467341
142	21.32812873
143	21.30961237
144	21.29057438
145	21.2566325
146	21.23431383
147	21.21392707
148	21.19944298
149	21.17098744
150	21.15388077
151	21.13223982
152	21.11413009
153	21.10168317
154	21.07991605
155	21.05519326
156	21.03103332
157	21.0113325
158	20.99342452
159	20.97209362
160	20.95544877
161	20.93694074
162	20.9223462
163	20.90849223
164	20.87781285
165	20.85884849
166	20.84574796
167	20.83860977
168	20.82556792
169	20.80743417
170	20.78268222
171	20.76647927
172	20.75772835
173	20.742451
174	20.71559284
175	20.68595932
176	20.65370213
177	20.63971997
178	20.62524221
179	20.6139561
180	20.59304929
181	20.57354582
182	20.54750705
183	20.53334209
184	20.51349862
185	20.49830091
186	20.48151001
187	20.46823459
188	20.45424825
189	20.43874141
190	20.42589093
191	20.40678182
192	20.38942607
193	20.38088951
194	20.36606161
195	20.34141256
196	20.31925344
197	20.29785847
198	20.28180961
199	20.26555027
200	20.24874065
201	20.23112512
202	20.21403189
203	20.20226105
204	20.19300801
205	20.18197847
206	20.16309968
207	20.15239018
208	20.13384515
209	20.1200367
210	20.10648295
211	20.08272414
212	20.06853172
213	20.05962726
214	20.0483679
215	20.02646597
216	20.00969686
217	19.99632947
218	19.98485854
219	19.96590683
220	19.95535889
221	19.92607299
222	19.91646219
223	19.90116738
224	19.88121612
225	19.85579758
226	19.83812239
227	19.82012121
228	19.80413525
229	19.79145383
230	19.77760161
231	19.76599076
232	19.75605492
233	19.7391611
234	19.7231184
235	19.71319962
236	19.70087272
237	19.68778077
238	19.6781925
239	19.66926621
240	19.65930313
241	19.63731861
242	19.61725132
243	19.60709489
244	19.58317651
245	19.57152775
246	19.5577035
247	19.53943897
248	19.52780732
249	19.52044331
250	19.50617331
251	19.49923092
252	19.48982963
253	19.47724201
254	19.46710708
255	19.4616131
256	19.45119517
257	19.43831973
258	19.4286165
259	19.41193702
260	19.39576973
261	19.3897127
262	19.38469608
263	19.37254289
264	19.35985896
265	19.34365272
266	19.33184526
267	19.31847785
268	19.30833738
269	19.29473481
270	19.28078764
271	19.26629533
272	19.25206257
273	19.23598798
274	19.22512015
275	19.2168094
276	19.20573789
277	19.19576353
278	19.1837758
279	19.17342537
280	19.16242236
281	19.15522469
282	19.14911659
283	19.13315924
284	19.12350056
285	19.11455886
286	19.10090136
287	19.08840901
288	19.07673284
289	19.06748429
290	19.06104019
291	19.05248748
292	19.04306525
293	19.03330284
294	19.01394508
295	19.0076021
296	18.98873308
297	18.97522404
298	18.96515049
299	18.96003046
300	18.95241983
301	18.93428581
302	18.92380687
303	18.90478844
304	18.88771344
305	18.88292177
306	18.87342221
307	18.86136602
308	18.85331101
309	18.84067579
310	18.82969942
311	18.81918749
312	18.80715926
313	18.79317097
314	18.78438391
315	18.78041051
316	18.76697532
317	18.75970046
318	18.74878924
319	18.73570601
320	18.72164251
321	18.71121573
322	18.70400245
323	18.69649467
324	18.68174536
325	18.66367037
326	18.65391751
327	18.64339865
328	18.63150107
329	18.61944191
330	18.60953977
331	18.60275139
332	18.58890019
333	18.57897301
334	18.56551499
335	18.55478585
336	18.5433388
337	18.52469786
338	18.51791689
339	18.51089276
340	18.49840949
341	18.48212095
342	18.46214319
343	18.45209568
344	18.44656969
345	18.44132842
346	18.43321932
347	18.41698936
348	18.40826866
349	18.39965628
350	18.38973357
351	18.3810545
352	18.37390646
353	18.36807566
354	18.35640798
355	18.34756181
356	18.33734149
357	18.32830763
358	18.31362787
359	18.30062316
360	18.29251848
361	18.28471953
362	18.27353207
363	18.26515511
364	18.25378116
365	18.24449755
366	18.23743529
367	18.22854791
368	18.21736838
369	18.20640101
370	18.20034702
371	18.18857272
372	18.17790923
373	18.16754644
374	18.15818661
375	18.15044807
376	18.13988062
377	18.12876116
378	18.12364851
379	18.11850655
380	18.10862914
381	18.09329436
382	18.08341969
383	18.07370618
384	18.0657814
385	18.04879947
386	18.03917983
387	18.03347048
388	18.02038603
389	18.01302599
390	18.00391371
391	17.99751254
392	17.9836868
393	17.97064138
394	17.95806122
395	17.94999811
396	17.94145064
397	17.93248116
398	17.92632917
399	17.91850676
400	17.90487427
401	17.89651436
402	17.88492537
403	17.87590246
404	17.86957244
405	17.8596707
406	17.84991772
407	17.84520678
408	17.83771011
409	17.8293595
410	17.82187677
411	17.81478645
412	17.80349784
413	17.79324211
414	17.78619018
415	17.77769149
416	17.76991607
417	17.75581498
418	17.74923036
419	17.74157401
420	17.72510223
421	17.71564629
422	17.70777479
423	17.70128452
424	17.6909634
425	17.68298303
426	17.67052442
427	17.65177506
428	17.63877089
429	17.62752552
430	17.62177865
431	17.61301016
432	17.60303124
433	17.59825893
434	17.59120184
435	17.58190169
436	17.5704155
437	17.562732
438	17.55733268
439	17.54520319
440	17.53485669
441	17.52153287
442	17.51350832
443	17.50973831
444	17.50226492
445	17.49392049
446	17.4877327
447	17.47914079
448	17.47202582
449	17.46032052
450	17.45011342
451	17.44088699
452	17.43065335
453	17.42137593
454	17.41415693
455	17.4058534
456	17.39805878
457	17.39246468
458	17.38797792
459	17.38155852
460	17.3743935
461	17.36343375
462	17.35140408
463	17.34070368
464	17.33008864
465	17.31884677
466	17.31022643
467	17.30107225
468	17.29385776
469	17.28737381
470	17.27911207
471	17.27119667
472	17.25771955
473	17.24807682
474	17.23756397
475	17.23176445
476	17.22596872
477	17.2171664
478	17.20803398
479	17.1945601
480	17.18712789
481	17.1794955
482	17.1718523
483	17.16221266
484	17.15421293
485	17.14430805
486	17.13403182
487	17.12565853
488	17.11558058
489	17.10701594
490	17.0966596
491	17.08924851
492	17.08068463
493	17.07201174
494	17.06480824
495	17.05453491
496	17.04713579
497	17.0396065
498	17.02790831
499	17.01713268
500	17.0055952
501	16.99969246
502	16.99102326
503	16.98270682
504	16.97635433
505	16.97271061
506	16.9639421
507	16.95459464
508	16.95323024
509	16.94166135
510	16.93171208
511	16.92653846
512	16.91853899
513	16.91201134
514	16.90597147
515	16.89716155
516	16.88697379
517	16.87931211
518	16.87082788
519	16.86345264
520	16.85658705
521	16.84905939
522	16.84003487
523	16.83178562
524	16.82696929
525	16.81932068
526	16.80821399
527	16.80248519
528	16.79009604
529	16.7796501
530	16.77108736
531	16.76423947
532	16.75473337
533	16.74688156
534	16.74050509
535	16.73295614
536	16.72172715
537	16.71366641
538	16.70672676
539	16.70054653
540	16.6943236
541	16.68603265
542	16.6774318
543	16.67046655
544	16.66714736
545	16.66047678
546	16.6520409
547	16.64269681
548	16.63507227
549	16.62688325
550	16.61740116
551	16.61084818
552	16.60049419
553	16.59307803
554	16.58421626
555	16.57427062
556	16.56635012
557	16.5553768
558	16.55020105
559	16.54223589
560	16.54068039
561	16.53392605
562	16.52522409
563	16.513769
564	16.50703474
565	16.50001496
566	16.4985181
567	16.49020847
568	16.47827126
569	16.47115892
570	16.46395958
571	16.45495545
572	16.44707809
573	16.444559
574	16.43307474
575	16.42502996
576	16.41995669
577	16.41373619
578	16.40532151
579	16.39927214
580	16.39445708
581	16.38807298
582	16.379581
583	16.3722136
584	16.36723627
585	16.35643605
586	16.34731293
587	16.33933823
588	16.33126737
589	16.32161251
590	16.30924255
591	16.2993012
592	16.29232326
593	16.28183478
594	16.27835993
595	16.26918053
596	16.2632039
597	16.25319112
598	16.25195061
599	16.24601198
600	16.24049763
601	16.23258181
602	16.226663
603	16.21643072
604	16.21561063
605	16.21196921
606	16.20366889
607	16.19228049
608	16.18559296
609	16.18058475
610	16.17025347
611	16.16555814
612	16.1582904
613	16.15328186
614	16.14589427
615	16.13689483
616	16.13049348
617	16.12438825
618	16.12336747
619	16.11802304
620	16.11074298
621	16.10322902
622	16.10258452
623	16.0921884
624	16.09117413
625	16.08748971
626	16.07956338
627	16.06970334
628	16.06112055
629	16.05028507
630	16.04369384
631	16.03307011
632	16.02620606
633	16.01708573
634	16.01139526
635	16.00404287
636	15.99526826
637	15.98748445
638	15.98224983
639	15.97622019
640	15.97498192
641	15.96603007
642	15.95918099
643	15.947575
644	15.93962551
645	15.93314163
646	15.92553926
647	15.91898168
648	15.91158513
649	15.90254986
650	15.89550543
651	15.88768184
652	15.8780956
653	15.87217497
654	15.86694203
655	15.85861969
656	15.84902165
657	15.84189124
658	15.83452851
659	15.82753447
660	15.81814384
661	15.81099439
662	15.80432167
663	15.79711561
664	15.78849409
665	15.77941718
666	15.77070462
667	15.76127189
668	15.75556882
669	15.74973693
670	15.74574048
671	15.73874478
672	15.73139487
673	15.73008123
674	15.72224656
675	15.71420374
676	15.70707305
677	15.69824618
678	15.69071095
679	15.68613258
680	15.68512062
681	15.67631968
682	15.66634343
683	15.65894602
684	15.65537405
685	15.64917387
686	15.64441589
687	15.63582239
688	15.62674493
689	15.62460652
690	15.61816438
691	15.6124781
692	15.60729703
693	15.60198427
694	15.60119234
695	15.59481953
696	15.58734758
697	15.58136729
698	15.57533385
699	15.56917771
700	15.56077724
701	15.5542935
702	15.54473579
703	15.54215832
704	15.54153308
705	15.53471606
706	15.52661933
707	15.52164343
708	15.51625206
709	15.50908257
710	15.50293408
711	15.49316136
712	15.48640073
713	15.4785553
714	15.47177538
715	15.46238791
716	15.45485038
717	15.45436881
718	15.44774986
719	15.43916579
720	15.43256786
721	15.42594675
722	15.4184563
723	15.40982673
724	15.40229636
725	15.39589782
726	15.39190886
727	15.38856436
728	15.38407782
729	15.37801836
730	15.37059398
731	15.36452098
732	15.35562147
733	15.34899806
734	15.33996669
735	15.33530319
736	15.32782093
737	15.31859604
738	15.31481086
739	15.31209285
740	15.30946791
741	15.30036599
742	15.29670907
743	15.29200363
744	15.28784947
745	15.28624345
746	15.27928237
747	15.27003087
748	15.26882369
749	15.26265308
750	15.25353168
751	15.24485827
752	15.23749991
753	15.22894353
754	15.22399705
755	15.21624887
756	15.21521924
757	15.20962265
758	15.2020243
759	15.20111007
760	15.19406876
761	15.18612109
762	15.18059987
763	15.17382781
764	15.16570867
765	15.16000901
766	15.15380789
767	15.14439297
768	15.13982943
769	15.13402402
770	15.125747
771	15.1171119
772	15.11293606
773	15.10888959
774	15.10221433
775	15.09574023
776	15.08883105
777	15.08203047
778	15.07497866
779	15.06733721
780	15.06094769
781	15.0527123
782	15.04693031
783	15.04047098
784	15.03540306
785	15.02800363
786	15.02184151
787	15.01924797
788	15.01711083
789	15.01093758
790	15.0018434
791	14.99430268
792	14.98730063
793	14.98690856
794	14.98067131
795	14.97271686
796	14.96374954
797	14.95641319
798	14.94903797
799	14.9408085
800	14.93501672
801	14.93090884
802	14.92615541
803	14.91994124
804	14.91399326
805	14.90647293
806	14.89843952
807	14.89288313
808	14.88643533
809	14.88202246
810	14.87376102
811	14.86728142
812	14.86010244
813	14.85154393
814	14.84976405
815	14.84922559
816	14.84205858
817	14.83314767
818	14.82665753
819	14.82085515
820	14.81414798
821	14.80671758
822	14.80276608
823	14.7989077
824	14.79551493
825	14.78786121
826	14.78033567
827	14.77212738
828	14.76502317
829	14.75897144
830	14.75294128
831	14.75029966
832	14.74368039
833	14.73615356
834	14.73181708
835	14.72672609
836	14.72192083
837	14.71630547
838	14.71063448
839	14.70432763
840	14.69852322
841	14.69067004
842	14.6864061
843	14.67981409
844	14.67295581
845	14.6657959
846	14.6589501
847	14.65825363
848	14.65276222
849	14.64584928
850	14.64104082
851	14.64051913
852	14.635342
853	14.63497469
854	14.63001384
855	14.62899625
856	14.62510511
857	14.61952409
858	14.61379505
859	14.60856981
860	14.60434813
861	14.60051762
862	14.5972284
863	14.59344514
864	14.5882658
865	14.58779535
866	14.58331358
867	14.57633915
868	14.57063581
869	14.5669018
870	14.56250122
871	14.55624041
872	14.5521326
873	14.54706438
874	14.54010233
875	14.53530596
876	14.52846102
877	14.52206373
878	14.51480982
879	14.50647698
880	14.49942477
881	14.49903741
882	14.49289618
883	14.48546377
884	14.48315446
885	14.48032108
886	14.47382613
887	14.46689411
888	14.46438797
889	14.45918554
890	14.45860619
891	14.45458968
892	14.44943655
893	14.44531762
894	14.44170415
895	14.43483285
896	14.42904466
897	14.42370664
898	14.41818963
899	14.40989653
900	14.4056835
901	14.39899569
902	14.39384272
903	14.38967638
904	14.38905648
905	14.3837867
906	14.3765133
907	14.3720268
908	14.37051607
909	14.36298208
910	14.35815482
911	14.35326588
912	14.34556496
913	14.33864449
914	14.32941845
915	14.32425984
916	14.31968122
917	14.31380872
918	14.30882644
919	14.30206391
920	14.29846394
921	14.29405601
922	14.28898865
923	14.28584741
924	14.28006124
925	14.27333295
926	14.27276238
927	14.26792332
928	14.26142058
929	14.25689667
930	14.25167016
931	14.24826454
932	14.24285002
933	14.23629474
934	14.22735883
935	14.22114979
936	14.2154705
937	14.20852132
938	14.20320509
939	14.19832309
940	14.19325764
941	14.18610665
942	14.18009916
943	14.17467267
944	14.1672714
945	14.1636356
946	14.15923295
947	14.15631232
948	14.15179905
949	14.14669635
950	14.1417326
951	14.13718518
952	14.13136255
953	14.12645605
954	14.12249581
955	14.11400404
956	14.10818134
957	14.10223367
958	14.09909221
959	14.09389152
960	14.09041091
961	14.08578329
962	14.08203227
963	14.07735704
964	14.07408826
965	14.06976347
966	14.06321614
967	14.05923377
968	14.05423442
969	14.05380497
970	14.04926679
971	14.0428428
972	14.03875228
973	14.03337457
974	14.02919595
975	14.02320619
976	14.01647602
977	14.00928619
978	14.00338421
979	13.9985988
980	13.99500226
981	13.98856565
982	13.98192389
983	13.97553906
984	13.96705439
985	13.95913739
986	13.95288008
987	13.94828021
988	13.94529548
989	13.94004437
990	13.93463042
991	13.92765339
992	13.92116705
993	13.91587257
994	13.91317657
995	13.90918748
996	13.90498592
997	13.90434054
998	13.89958818
999	13.89490587
1000	13.89043667
1001	13.88703886
1002	13.88328539
1003	13.87456672
1004	13.87105235
1005	13.86438084
1006	13.86015734
1007	13.85348008
1008	13.84980015
1009	13.84533642
1010	13.83934028
1011	13.83383848
1012	13.82895233
1013	13.82594894
1014	13.81919228
1015	13.81360683
1016	13.80973917
1017	13.80463083
1018	13.8003022
1019	13.79530362
1020	13.794933
1021	13.79138952
1022	13.78411702
1023	13.78104978
1024	13.77791695
1025	13.77252824
1026	13.76873416
1027	13.76358912
1028	13.7573841
1029	13.75096973
1030	13.7473418
1031	13.74394411
1032	13.74184516
1033	13.73427474
1034	13.73035325
1035	13.72680754
1036	13.7193365
1037	13.71427524
1038	13.70959528
1039	13.70313085
1040	13.69882319
1041	13.69299684
1042	13.68800707
1043	13.68280282
1044	13.67553825
1045	13.66965945
1046	13.66351564
1047	13.65993805
1048	13.65402745
1049	13.65125084
1050	13.64773844
1051	13.64739511
1052	13.64172848
1053	13.63871044
1054	13.63261527
1055	13.62798433
1056	13.6274722
1057	13.62170038
1058	13.61651232
1059	13.610577
1060	13.60839403
1061	13.60490723
1062	13.60188258
1063	13.59914651
1064	13.59652723
1065	13.59121615
1066	13.5873488
1067	13.58369274
1068	13.57851981
1069	13.57200677
1070	13.56824822
1071	13.56229128
1072	13.55839672
1073	13.55379759
1074	13.55080027
1075	13.54612988
1076	13.54543192
1077	13.54500621
1078	13.53934218
1079	13.53476086
1080	13.53204941
1081	13.52599248
1082	13.52121814
1083	13.5173757
1084	13.51298719
1085	13.50791071
1086	13.50213706
1087	13.49724315
1088	13.49142349
1089	13.48531665
1090	13.48208679
1091	13.47812168
1092	13.47228749
1093	13.46844338
1094	13.46345804
1095	13.45830057
1096	13.45303121
1097	13.44897493
1098	13.44085347
1099	13.43417482
1100	13.43030602
1101	13.42602901
1102	13.42198936
1103	13.42028917
1104	13.41667169
1105	13.41191224
1106	13.40600908
1107	13.40037525
1108	13.39519506
1109	13.38970282
1110	13.38752174
1111	13.38176825
1112	13.37550472
1113	13.37243762
1114	13.36778939
1115	13.36103541
1116	13.35399861
1117	13.34988138
1118	13.34632382
1119	13.34040216
1120	13.33458621
1121	13.32944461
1122	13.32584725
1123	13.32010132
1124	13.31868516
1125	13.31382196
1126	13.31009304
1127	13.30804804
1128	13.30757635
1129	13.30260371
1130	13.30043964
1131	13.29331617
1132	13.28934401
1133	13.28540274
1134	13.27857542
1135	13.27228463
1136	13.26936979
1137	13.26619117
1138	13.26046385
1139	13.26002717
1140	13.25559481
1141	13.25197642
1142	13.25154727
1143	13.24682006
1144	13.24048721
1145	13.23567225
1146	13.22971081
1147	13.226482
1148	13.22372362
1149	13.22106811
1150	13.21716871
1151	13.21461547
1152	13.21228335
1153	13.20748886
1154	13.20416062
1155	13.20164097
1156	13.19544659
1157	13.19504493
1158	13.19259431
1159	13.18763941
1160	13.18247595
1161	13.17606124
1162	13.17366879
1163	13.16887065
1164	13.16594362
1165	13.1611274
1166	13.15604471
1167	13.15118284
1168	13.14796477
1169	13.14306617
1170	13.13822166
1171	13.13309947
1172	13.13047892
1173	13.13006961
1174	13.12428233
1175	13.12119332
1176	13.11720077
1177	13.11252907
1178	13.10980061
1179	13.10417378
1180	13.09909057
1181	13.09556732
1182	13.09075529
1183	13.0901831
1184	13.08728127
1185	13.08235835
1186	13.07938821
1187	13.07499653
1188	13.07075502
1189	13.06537709
1190	13.06288536
1191	13.05902947
1192	13.05428761
1193	13.05266918
1194	13.04762932
1195	13.04352303
1196	13.03844367
1197	13.03181089
1198	13.02671243
1199	13.02298309
1200	13.01837274
1201	13.01543689
1202	13.01047588
1203	13.00533553
1204	13.00159467
1205	12.99824654
1206	12.99313199
1207	12.99018401
1208	12.98623311
1209	12.98212409
1210	12.98169613
1211	12.97573345
1212	12.97215279
1213	12.96895727
1214	12.96436886
1215	12.95966554
1216	12.957246
1217	12.95698237
1218	12.95456413
1219	12.95172527
1220	12.95023363
1221	12.9440485
1222	12.94039998
1223	12.9344072
1224	12.9319593
1225	12.92940211
1226	12.92424946
1227	12.92071859
1228	12.91593443
1229	12.91306186
1230	12.90800354
1231	12.90348432
1232	12.900144
1233	12.89978919
1234	12.89687583
1235	12.89248311
1236	12.8871191
1237	12.88323395
1238	12.87689833
1239	12.87339198
1240	12.87111588
1241	12.87039225
1242	12.86697444
1243	12.86079541
1244	12.85685588
1245	12.85382772
1246	12.85077746
1247	12.84599707
1248	12.84185489
1249	12.8379304
1250	12.83531128
1251	12.83230506
1252	12.82714935
1253	12.82476652
1254	12.82447957
1255	12.81925356
1256	12.81470419
1257	12.8126681
1258	12.80712945
1259	12.80210758
1260	12.79871036
1261	12.79372406
1262	12.78813358
1263	12.78645364
1264	12.78146901
1265	12.78094761
1266	12.77715619
1267	12.77193974
1268	12.76929019
1269	12.76888991
1270	12.76348858
1271	12.75968485
1272	12.75802001
1273	12.7526669
1274	12.74933391
1275	12.74520568
1276	12.74237565
1277	12.73720109
1278	12.73398933
1279	12.72974836
1280	12.72521637
1281	12.72138465
1282	12.71906891
1283	12.71431547
1284	12.7096987
1285	12.70540946
1286	12.70197764
1287	12.6995924
1288	12.69665113
1289	12.69640573
1290	12.69242399
1291	12.68741779
1292	12.6824263
1293	12.6773848
1294	12.67140791
1295	12.66991948
1296	12.66525168
1297	12.66283273
1298	12.65733063
1299	12.65557711
1300	12.65171026
1301	12.6489538
1302	12.64644437
1303	12.64212338
1304	12.63823949
1305	12.63465806
1306	12.63005381
1307	12.62687255
1308	12.62353497
1309	12.61917079
1310	12.61638059
1311	12.61607711
1312	12.61430497
1313	12.61049493
1314	12.60510066
1315	12.60356304
1316	12.59936729
1317	12.59668812
1318	12.59289986
1319	12.59270773
1320	12.58850631
1321	12.58538282
1322	12.58257453
1323	12.58012948
1324	12.57476816
1325	12.57038701
1326	12.56526759
1327	12.5632554
1328	12.56030726
1329	12.55594684
1330	12.55191137
1331	12.54856821
1332	12.54657187
1333	12.54634906
1334	12.54389036
1335	12.53948006
1336	12.53413832
1337	12.53037648
1338	12.52742901
1339	12.52279485
1340	12.51714918
1341	12.51081856
1342	12.50892781
1343	12.50539188
1344	12.49940098
1345	12.49584176
1346	12.49375772
1347	12.49339103
1348	12.49028357
1349	12.48635007
1350	12.48069723
1351	12.47634646
1352	12.47237709
1353	12.47033579
1354	12.46648338
1355	12.46243797
1356	12.45862416
1357	12.45568437
1358	12.45121914
1359	12.4467967
1360	12.44359818
1361	12.43873749
1362	12.43358946
1363	12.43136772
1364	12.4281427
1365	12.42375073
1366	12.41965829
1367	12.41676428
1368	12.41387927
1369	12.41172309
1370	12.40725818
1371	12.4041286
1372	12.40053266
1373	12.39709826
1374	12.39204042
1375	12.38744546
1376	12.38226029
1377	12.38011689
1378	12.37822597
1379	12.37477407
1380	12.37198708
1381	12.37084003
1382	12.36732862
1383	12.36538386
1384	12.36155134
1385	12.35749977
1386	12.35485653
1387	12.35172192
1388	12.34954765
1389	12.3463589
1390	12.34442079
1391	12.34172292
1392	12.3398386
1393	12.33691882
1394	12.33474344
1395	12.33192409
1396	12.32852713
1397	12.32611758
1398	12.32279502
1399	12.31839913
1400	12.31446219
1401	12.31103843
1402	12.30918258
1403	12.30774941
1404	12.30376503
1405	12.303261
1406	12.30222519
1407	12.29810715
1408	12.29272337
1409	12.28906044
1410	12.28876129
1411	12.28671089
1412	12.28152184
1413	12.27607844
1414	12.27350781
1415	12.27319446
1416	12.27270335
1417	12.26785346
1418	12.26411333
1419	12.25866687
1420	12.25499396
1421	12.2505477
1422	12.24777795
1423	12.24572841
1424	12.24158266
1425	12.23734326
1426	12.23720238
1427	12.23474986
1428	12.23186443
1429	12.2290708
1430	12.2257413
1431	12.22303386
1432	12.21928342
1433	12.21578817
1434	12.21243991
1435	12.20943021
1436	12.20482948
1437	12.20069605
1438	12.19808065
1439	12.19482087
1440	12.1917637
1441	12.19148864
1442	12.18888256
1443	12.1885687
1444	12.188393
1445	12.18508738
1446	12.18323863
1447	12.1788472
1448	12.17608022
1449	12.17195694
1450	12.16997105
1451	12.16827542
1452	12.16617504
1453	12.16236833
1454	12.1611927
1455	12.15789485
1456	12.15773473
1457	12.15371628
1458	12.15217585
1459	12.14768032
1460	12.14352628
1461	12.14117537
1462	12.13851293
1463	12.13579646
1464	12.13118469
1465	12.12657065
1466	12.1234704
1467	12.12153951
1468	12.11584567
1469	12.11361601
1470	12.11060253
1471	12.11045308
1472	12.10628737
1473	12.10483568
1474	12.10316973
1475	12.0989297
1476	12.09800594
1477	12.09373641
1478	12.08839086
1479	12.08820803
1480	12.08686816
1481	12.08278013
1482	12.07766787
1483	12.07588164
1484	12.07180951
1485	12.06961227
1486	12.06484819
1487	12.06437374
1488	12.06242918
1489	12.05905452
1490	12.05437445
1491	12.04993657
1492	12.04714622
1493	12.04508662
1494	12.04038972
1495	12.03746901
1496	12.03722006
1497	12.03370541
1498	12.03013143
1499	12.02665795
1500	12.02176115
1501	12.01905614
1502	12.01619861
1503	12.01295312
1504	12.00901841
1505	12.00705136
1506	12.00501798
1507	12.00112418
1508	11.99792597
1509	11.99582434
1510	11.99238991
1511	11.98971113
1512	11.98683936
1513	11.98293958
1514	11.98009799
1515	11.9769908
1516	11.97314164
1517	11.97122452
1518	11.96870903
1519	11.96682927
1520	11.96281391
1521	11.96073399
1522	11.95750058
1523	11.95411398
1524	11.95143749
1525	11.94661039
1526	11.94219758
1527	11.93935689
1528	11.93633008
1529	11.93291894
1530	11.93039713
1531	11.92891463
1532	11.92611337
1533	11.92201841
1534	11.91975318
1535	11.91792508
1536	11.91409076
1537	11.91083698
1538	11.9067387
1539	11.9034441
1540	11.89890406
1541	11.89473292
1542	11.89145714
1543	11.8886988
1544	11.88706022
1545	11.88460371
1546	11.88167602
1547	11.88116043
1548	11.88102322
1549	11.87639799
1550	11.87169878
1551	11.86782578
1552	11.86362982
1553	11.8620022
1554	11.85661264
1555	11.85332914
1556	11.84845372
1557	11.84449441
1558	11.84215236
1559	11.83917398
1560	11.83576272
1561	11.83562804
1562	11.83228698
1563	11.83057218
1564	11.82792034
1565	11.82499435
1566	11.8227409
1567	11.81943139
1568	11.81502848
1569	11.8129424
1570	11.80984796
1571	11.80767042
1572	11.80349434
1573	11.80074971
1574	11.79741474
1575	11.79409271
1576	11.7903633
1577	11.78691133
1578	11.78414524
1579	11.78236763
1580	11.77906771
1581	11.77361699
1582	11.76961658
1583	11.76827303
1584	11.76494594
1585	11.76222693
1586	11.75754244
1587	11.7573864
1588	11.75364661
1589	11.75119217
1590	11.74846881
1591	11.7440484
1592	11.74214866
1593	11.73759605
1594	11.73407824
1595	11.73132045
1596	11.72719681
1597	11.7251845
1598	11.72173181
1599	11.71882383
1600	11.7186915
1601	11.7166892
1602	11.714856
1603	11.71072109
1604	11.70685235
1605	11.70330092
1606	11.69918352
1607	11.69743422
1608	11.69332037
1609	11.69000487
1610	11.68584389
1611	11.68344108
1612	11.68334669
1613	11.68127663
1614	11.67764592
1615	11.67397324
1616	11.66912915
1617	11.66625291
1618	11.66414918
1619	11.6594129
1620	11.65727387
1621	11.65443441
1622	11.65253466
1623	11.64879109
1624	11.64383179
1625	11.64134332
1626	11.63687498
1627	11.63313189
1628	11.62978555
1629	11.62618716
1630	11.62606728
1631	11.62336127
1632	11.61933318
1633	11.6159829
1634	11.61243741
1635	11.60723026
1636	11.60520347
1637	11.60205077
1638	11.59928207
1639	11.59540026
1640	11.59286567
1641	11.58911094
1642	11.58641901
1643	11.58330484
1644	11.57939666
1645	11.57762454
1646	11.5744565
1647	11.57083828
1648	11.56626578
1649	11.56191459
1650	11.55900784
1651	11.55760271
1652	11.5549752
1653	11.55289456
1654	11.55109093
1655	11.54713922
1656	11.54412754
1657	11.54069203
1658	11.53709868
1659	11.53572488
1660	11.53314598
1661	11.53003555
1662	11.52803493
1663	11.52460719
1664	11.52020026
1665	11.51694703
