iter	RMSE
1666	11.51313557
1667	11.51056573
1668	11.5085612
1669	11.50484179
1670	11.50113694
1671	11.49643683
1672	11.49506424
1673	11.49186166
1674	11.49174564
1675	11.48772853
1676	11.48526484
1677	11.48183113
1678	11.47885107
1679	11.475269
1680	11.47255618
1681	11.47007404
1682	11.46865481
1683	11.46484889
1684	11.46197066
1685	11.45841139
1686	11.45694842
1687	11.45561766
1688	11.45549431
1689	11.45421133
1690	11.45159311
1691	11.44981859
1692	11.4481495
1693	11.44633076
1694	11.44263703
1695	11.44117571
1696	11.43960405
1697	11.43622039
1698	11.43342276
1699	11.42998487
1700	11.42713414
1701	11.42397084
1702	11.42021126
1703	11.41647108
1704	11.41252111
1705	11.41042987
1706	11.40844527
1707	11.40446418
1708	11.40220355
1709	11.39947714
1710	11.39632908
1711	11.39419399
1712	11.39337448
1713	11.39325453
1714	11.38982269
1715	11.38973445
1716	11.38864759
1717	11.38576609
1718	11.38046566
1719	11.37845984
1720	11.37548784
1721	11.37370306
1722	11.36875574
1723	11.36619156
1724	11.36243092
1725	11.35918101
1726	11.35708631
1727	11.35220475
1728	11.35032924
1729	11.34615322
1730	11.34440951
1731	11.34226213
1732	11.34046788
1733	11.3379482
1734	11.33783098
1735	11.33521277
1736	11.33273466
1737	11.33203053
1738	11.32752779
1739	11.32447859
1740	11.32080662
1741	11.31857515
1742	11.31608734
1743	11.31275529
1744	11.30956416
1745	11.30686709
1746	11.30460885
1747	11.30450609
1748	11.30003974
1749	11.29863106
1750	11.29483533
1751	11.29357629
1752	11.29063814
1753	11.28832557
1754	11.28433005
1755	11.28078171
1756	11.27649136
1757	11.27462501
1758	11.27031609
1759	11.26648256
1760	11.2621874
1761	11.26019312
1762	11.25865731
1763	11.25499534
1764	11.25288424
1765	11.24935095
1766	11.24636549
1767	11.2433442
1768	11.23890865
1769	11.23462331
1770	11.23232315
1771	11.22904125
1772	11.2267932
1773	11.22560948
1774	11.22314201
1775	11.22091628
1776	11.21841242
1777	11.21531818
1778	11.21151306
1779	11.20681556
1780	11.20587979
1781	11.20329751
1782	11.20101179
1783	11.19872069
1784	11.19536744
1785	11.19314831
1786	11.19107348
1787	11.18855218
1788	11.18829754
1789	11.18528182
1790	11.18260144
1791	11.18066612
1792	11.17911063
1793	11.17622987
1794	11.17348703
1795	11.17035955
1796	11.16717178
1797	11.1640606
1798	11.16090859
1799	11.15758693
1800	11.15697808
1801	11.15376628
1802	11.15051546
1803	11.14750105
1804	11.14390288
1805	11.14228759
1806	11.13943703
1807	11.13933518
1808	11.13722651
1809	11.13487198
1810	11.1321638
1811	11.12974995
1812	11.12717241
1813	11.12441532
1814	11.12136832
1815	11.11860023
1816	11.11653983
1817	11.11291657
1818	11.11281236
1819	11.1091023
1820	11.10512227
1821	11.10341456
1822	11.1017854
1823	11.10039647
1824	11.09762103
1825	11.09396145
1826	11.0916248
1827	11.08923669
1828	11.0874609
1829	11.08476884
1830	11.08126535
1831	11.07875866
1832	11.07758953
1833	11.07460711
1834	11.07170777
1835	11.06820531
1836	11.06523229
1837	11.06514446
1838	11.06318907
1839	11.05853744
1840	11.05675168
1841	11.05341583
1842	11.04999848
1843	11.04809316
1844	11.04576377
1845	11.04417263
1846	11.04246085
1847	11.04017708
1848	11.03940555
1849	11.0349542
1850	11.03127307
1851	11.02700487
1852	11.02375543
1853	11.0213594
1854	11.01863409
1855	11.01826752
1856	11.01611376
1857	11.01336116
1858	11.01050883
1859	11.00736862
1860	11.00485764
1861	11.00323075
1862	11.00135897
1863	10.99799908
1864	10.9942609
1865	10.99159749
1866	10.98830708
1867	10.98664227
1868	10.98556513
1869	10.98154329
1870	10.97931279
1871	10.97588094
1872	10.97405338
1873	10.97066764
1874	10.96659188
1875	10.9624812
1876	10.96203693
1877	10.96112082
1878	10.95922213
1879	10.95585817
1880	10.95466199
1881	10.95313339
1882	10.95151254
1883	10.94923045
1884	10.94709364
1885	10.94524201
1886	10.9437359
1887	10.9419743
1888	10.9397874
1889	10.93605895
1890	10.932867
1891	10.93053227
1892	10.9267163
1893	10.92250297
1894	10.92046473
1895	10.91772928
1896	10.91469509
1897	10.91460374
1898	10.91254748
1899	10.91051011
1900	10.90715158
1901	10.90582535
1902	10.90295923
1903	10.90082588
1904	10.89648374
1905	10.89553523
1906	10.89164953
1907	10.88954445
1908	10.88813265
1909	10.88586258
1910	10.88241617
1911	10.87974009
1912	10.87668059
1913	10.87374262
1914	10.87152755
1915	10.86717263
1916	10.86459215
1917	10.86414404
1918	10.86091028
1919	10.85765808
1920	10.85619153
1921	10.8517861
1922	10.85038135
1923	10.84584999
1924	10.84332667
1925	10.84213392
1926	10.83835816
1927	10.83552946
1928	10.83339042
1929	10.82906993
1930	10.82701645
1931	10.82511952
1932	10.82265205
1933	10.82009142
1934	10.81779766
1935	10.81595891
1936	10.81583851
1937	10.81292117
1938	10.80967649
1939	10.80739556
1940	10.80438493
1941	10.80112383
1942	10.79898426
1943	10.79642549
1944	10.79342449
1945	10.79075932
1946	10.78973969
1947	10.78553577
1948	10.78442418
1949	10.78322352
1950	10.77918398
1951	10.77646183
1952	10.77385067
1953	10.77042964
1954	10.76756539
1955	10.76411702
1956	10.75993454
1957	10.75770177
1958	10.75342515
1959	10.75116281
1960	10.74812369
1961	10.74551765
1962	10.74376172
1963	10.74041164
1964	10.73670874
1965	10.73346414
1966	10.7300015
1967	10.72737838
1968	10.72562714
1969	10.72410224
1970	10.72179676
1971	10.71827192
1972	10.71548964
1973	10.713926
1974	10.71103035
1975	10.71079535
1976	10.71072582
1977	10.7067784
1978	10.70521049
1979	10.70294112
1980	10.7016972
1981	10.70032685
1982	10.69732098
1983	10.694781
1984	10.69467555
1985	10.69152582
1986	10.68893228
1987	10.68617567
1988	10.68320707
1989	10.67961183
1990	10.67683823
1991	10.67408097
1992	10.66948275
1993	10.66827915
1994	10.66578572
1995	10.66319902
1996	10.66114436
1997	10.656881
1998	10.65471945
1999	10.65455183
